ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,28,27,Australia - New South Wales,Australia - Queensland,455.0170884,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,49,,Singapore,UK,3244.136984,2
DXB-SOU,DXB,SOU,B,19,Middle East,86,25,UAE,UK,3150.114483,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,36,,Australia - New South Wales,Singapore,3392.590568,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,97,,Australia - New South Wales,UK,9740.380005,2
SYD-SOU,SYD,SOU,S,55,Southeast Asia,97,,Australia - New South Wales,UK,14071.90956,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,39,38,Australia - New South Wales,UK,7985.125408,2
SOU-SOU,SOU,SOU,B,99,West Bound,71,18,UK,UK,13775.29425,2
SOU-SOU,SOU,SOU,B,99,West Bound,64,48,UK,UK,16579.69554,2
DXB-SOU,DXB,SOU,B,19,Middle East,10,,UAE,UK,2276.504344,2
DXB-SOU,DXB,SOU,I,19,Middle East,37,,UAE,UK,1632.176849,2
DXB-SOU,DXB,SOU,B,19,Middle East,43,,UAE,UK,5879.767776,1
DXB-SOU,DXB,SOU,B,19,Middle East,23,23,UAE,UK,3395.969453,2
DXB-SOU,DXB,SOU,B,19,Middle East,22,,UAE,UK,2303.236808,2
DXB-SOU,DXB,SOU,B,19,Middle East,10,,UAE,UK,1530.096893,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,36,,UK,USA - West Coast,4603.170785,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,7,6,Australia - New South Wales,UK,14044.31422,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,47,14,Australia - New South Wales,Singapore,4348.959506,2
DXB-SOU,DXB,SOU,B,19,Middle East,32,,UAE,UK,1964.30956,2
BNE-HKG,BNE,HKG,I,16,GB Reef/Queensland,7,6,Australia - Queensland,China - Southern,1238.056745,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,8,,Australia - Queensland,UK,,1
SOU-SOU,SOU,SOU,B,99,West Bound,58,17,UK,UK,15463.04568,2
SOU-SOU,SOU,SOU,B,99,West Bound,76,69,UK,UK,12344.67393,2
SOU-SOU,SOU,SOU,B,99,West Bound,78,20,UK,UK,15521.52523,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,28,,UK,USA - West Coast,3104.508273,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,4078.310803,2
SOU-SOU,SOU,SOU,B,99,West Bound,34,,UK,UK,16896.75111,2
SOU-SOU,SOU,SOU,I,99,West Bound,61,13,UK,UK,12751.35912,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,25,,Australia - Queensland,UK,6580.069832,2
SOU-SOU,SOU,SOU,O,99,West Bound,91,,UK,UK,13976.56617,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,44,,China - Southern,UAE,2600.427216,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,55,,China - Southern,UAE,2970.821793,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,51,,China - Southern,UAE,2830.532358,2
SOU-SOU,SOU,SOU,B,99,West Bound,30,,UK,UK,16459.97027,2
SOU-SOU,SOU,SOU,I,99,West Bound,38,36,UK,UK,12316.24187,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,60,59,China - Southern,UAE,2311.131032,2
SOU-SOU,SOU,SOU,B,99,West Bound,69,68,UK,UK,31705.19566,1
SIN-DXB,SIN,DXB,B,11,Southern Asia,62,,Singapore,UAE,1856.330443,2
SOU-SYD,SOU,SYD,S,44,West Bound,52,51,UK,Australia - New South Wales,13168.71148,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,51,,China - Southern,UAE,2980.080543,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,75,,China - Southern,UK,6044.455217,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,50,,China - Southern,UK,4760.906292,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,93,,Singapore,UAE,1767.357413,2
SOU-SOU,SOU,SOU,I,99,West Bound,68,,UK,UK,10315.47877,2
SOU-SOU,SOU,SOU,B,99,West Bound,86,,UK,UK,14530.35869,2
SOU-SOU,SOU,SOU,B,99,West Bound,59,49,UK,UK,11527.49512,2
SOU-SOU,SOU,SOU,B,99,West Bound,51,36,UK,UK,16637.31358,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,30,,Singapore,UK,2360.051299,2
SOU-SYD,SOU,SYD,O,44,West Bound,31,,UK,Australia - New South Wales,3091.37442,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,41,26,Singapore,UK,4901.753551,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,38,37,Singapore,UK,6153.876511,2
DXB-SOU,DXB,SOU,B,19,Middle East,26,,UAE,UK,1565.308422,2
SFO-HKG,SFO,HKG,B,39,Australia/NZ,71,,USA - West Coast,China - Southern,7176.821444,2
SOU-SYD,SOU,SYD,O,44,West Bound,46,,UK,Australia - New South Wales,4688.9862,2
DXB-SOU,DXB,SOU,B,19,Middle East,71,,UAE,UK,3423.072803,2
SOU-SOU,SOU,SOU,B,99,West Bound,46,13,UK,UK,16324.67597,2
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,18189.26696,2
SOU-SOU,SOU,SOU,B,99,West Bound,27,,UK,UK,25770.09152,1
SOU-SOU,SOU,SOU,I,99,West Bound,25,24,UK,UK,20867.20971,1
DXB-SOU,DXB,SOU,I,19,Middle East,39,,UAE,UK,3256.35563,1
SOU-SYD,SOU,SYD,O,44,West Bound,36,,UK,Australia - New South Wales,3198.731249,2
SFO-SYD,SFO,SYD,O,20,South Pacific,43,17,USA - West Coast,Australia - New South Wales,2166.542834,2
SOU-SYD,SOU,SYD,I,44,West Bound,34,,UK,Australia - New South Wales,5083.298862,2
SOU-SYD,SOU,SYD,S,44,West Bound,32,31,UK,Australia - New South Wales,10240.28611,2
SFO-AKL,SFO,AKL,B,16,South Pacific,18,,USA - West Coast,New Zealand,2198.071633,2
SFO-AKL,SFO,AKL,B,16,South Pacific,2,,USA - West Coast,New Zealand,866.7562631,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,14,,Australia - New South Wales,China - Southern,1901.06409,1
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,14,,Australia - New South Wales,China - Southern,1061.878859,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,,Australia - New South Wales,China - Southern,1600.368561,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,47,45,New Zealand,UK,11954.0241,1
AKL-SYD,AKL,SYD,B,4,New Zealand,10,,New Zealand,Australia - New South Wales,425.7538473,2
SFO-SYD,SFO,SYD,B,20,South Pacific,38,,USA - West Coast,Australia - New South Wales,3568.57598,2
SFO-SYD,SFO,SYD,B,20,South Pacific,37,,USA - West Coast,Australia - New South Wales,4742.160528,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,48,,Australia - New South Wales,China - Southern,2772.489385,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,,Australia - New South Wales,China - Southern,1637.174649,2
AKL-SYD,AKL,SYD,I,4,New Zealand,22,21,New Zealand,Australia - New South Wales,502.4969389,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,36,,Australia - New South Wales,China - Southern,2816.521813,2
AKL-SYD,AKL,SYD,B,4,New Zealand,28,28,New Zealand,Australia - New South Wales,576.2046664,2
SYD-SIN,SYD,SIN,S,25,Southeast Asia,30,28,Australia - New South Wales,Singapore,7801.276568,2
SYD-SOU,SYD,SOU,S,55,Southeast Asia,15,13,Australia - New South Wales,UK,27944.07872,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,52,,Australia - New South Wales,Singapore,4742.313979,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,17,,Australia - New South Wales,Australia - Queensland,332.560868,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,5,,Australia - New South Wales,Australia - Queensland,314.2267482,3
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,28,27,Australia - New South Wales,Australia - Queensland,447.8250361,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,16,16,Australia - New South Wales,UK,7810.304913,1
BNE-HKG,BNE,HKG,I,16,GB Reef/Queensland,10,,Australia - Queensland,China - Southern,688.210692,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,59,59,Australia - New South Wales,UK,8211.956489,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,23,,Australia - New South Wales,China - Southern,2327.39428,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,,Australia - New South Wales,China - Southern,1519.510665,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,70,,China - Southern,UAE,3051.612023,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,17,,Australia - New South Wales,China - Southern,2446.996702,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,42,41,Australia - New South Wales,Singapore,4406.498366,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,24,,Australia - New South Wales,Singapore,2283.086942,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,52,,China - Southern,UAE,3680.145629,2
BNE-HKG,BNE,HKG,S,16,GB Reef/Queensland,12,11,Australia - Queensland,China - Southern,2689.603073,2
BNE-HKG,BNE,HKG,I,16,GB Reef/Queensland,16,,Australia - Queensland,China - Southern,2218.666638,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,52,,Australia - New South Wales,Singapore,4316.001518,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,16,16,Australia - New South Wales,UK,6868.033946,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,49,,China - Southern,UK,5970.765011,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,79,,China - Southern,UAE,2550.029552,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,19,19,Australia - Queensland,China - Southern,1666.283681,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,10,,Australia - Queensland,China - Southern,985.407447,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,18,,Australia - Queensland,China - Southern,1010.843469,2
DXB-SOU,DXB,SOU,I,19,Middle East,102,,UAE,UK,2276.818278,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,86,86,China - Southern,UK,7347.560679,1
HKG-SOU,HKG,SOU,B,36,Southeast Asia,61,,China - Southern,UK,5638.752382,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,27,,Australia - Queensland,China - Southern,1747.441868,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,81,,China - Southern,UAE,2416.342899,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,11,,China - Southern,UAE,2448.196864,2
DXB-SOU,DXB,SOU,O,19,Middle East,48,,UAE,UK,1807.125114,2
DXB-SOU,DXB,SOU,B,19,Middle East,25,,UAE,UK,1625.506644,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,46,,Singapore,UAE,1642.894988,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,41,,Singapore,UAE,1674.256327,2
SIN-DXB,SIN,DXB,I,11,Southern Asia,15,,Singapore,UAE,1419.358483,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,57,,China - Southern,UAE,2217.643828,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,55,,China - Southern,UAE,2986.818608,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,100,,China - Southern,UK,4957.493524,2
HKG-SOU,HKG,SOU,I,36,Southeast Asia,78,,China - Southern,UK,3049.806676,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,14,13,Singapore,UK,2074.85667,2
DXB-SOU,DXB,SOU,B,19,Middle East,74,,UAE,UK,3254.46418,2
DXB-SOU,DXB,SOU,O,19,Middle East,93,77,UAE,UK,2421.858781,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,50,22,Singapore,UAE,2365.815854,2
DXB-SOU,DXB,SOU,B,19,Middle East,14,,UAE,UK,2289.365995,2
DXB-SOU,DXB,SOU,B,19,Middle East,46,,UAE,UK,2829.068982,2
DXB-SOU,DXB,SOU,B,19,Middle East,22,19,UAE,UK,1527.584397,2
DXB-SOU,DXB,SOU,B,19,Middle East,32,,UAE,UK,7438.279625,1
SOU-AKL,SOU,AKL,B,40,West Bound,43,,UK,New Zealand,4718.647736,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,34,0,UK,USA - West Coast,1915.756921,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,31,31,UK,USA - West Coast,2899.851923,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,2392.702873,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,27,,UK,USA - West Coast,2531.31168,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,21,,UK,USA - West Coast,3954.732227,1
SOU-SOU,SOU,SOU,B,99,West Bound,93,,UK,UK,14049.92972,2
SOU-SOU,SOU,SOU,O,99,West Bound,63,39,UK,UK,14214.77436,1
SOU-BNE,SOU,BNE,B,47,West Bound,39,,UK,Australia - Queensland,8004.737437,2
SOU-SOU,SOU,SOU,O,99,West Bound,37,35,UK,UK,13701.3565,2
SOU-SOU,SOU,SOU,B,99,West Bound,33,,UK,UK,16323.81676,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,38,,UK,USA - West Coast,1286.50683,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,27,UK,USA - West Coast,3906.151691,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,14,UK,USA - West Coast,3609.836603,1
SOU-SYD,SOU,SYD,O,44,West Bound,31,31,UK,Australia - New South Wales,5522.425493,2
SOU-SYD,SOU,SYD,B,44,West Bound,13,,UK,Australia - New South Wales,10363.97929,1
SOU-SOU,SOU,SOU,B,99,West Bound,94,,UK,UK,15832.92469,2
SOU-SOU,SOU,SOU,B,99,West Bound,70,,UK,UK,10457.0171,2
SOU-SOU,SOU,SOU,B,99,West Bound,60,,UK,UK,21127.38014,1
SOU-SOU,SOU,SOU,B,99,West Bound,81,,UK,UK,17811.69438,2
SFO-SYD,SFO,SYD,O,20,South Pacific,38,,USA - West Coast,Australia - New South Wales,2902.527082,2
SFO-SYD,SFO,SYD,O,20,South Pacific,35,33,USA - West Coast,Australia - New South Wales,2230.413663,2
SOU-SOU,SOU,SOU,B,99,West Bound,50,49,UK,UK,16853.33281,2
SOU-SOU,SOU,SOU,B,99,West Bound,49,,UK,UK,16288.73614,2
SOU-SOU,SOU,SOU,B,99,West Bound,34,34,UK,UK,27854.99939,1
SFO-SYD,SFO,SYD,B,20,South Pacific,17,,USA - West Coast,Australia - New South Wales,3501.303825,2
SOU-SOU,SOU,SOU,B,99,West Bound,43,21,UK,UK,16216.41008,2
SOU-SOU,SOU,SOU,B,99,West Bound,29,,UK,UK,17354.51022,2
AKL-SYD,AKL,SYD,B,4,New Zealand,12,,New Zealand,Australia - New South Wales,610.5915252,2
AKL-SYD,AKL,SYD,I,4,New Zealand,6,,New Zealand,Australia - New South Wales,,2
AKL-SYD,AKL,SYD,B,4,New Zealand,26,,New Zealand,Australia - New South Wales,594.7687507,2
SOU-SYD,SOU,SYD,B,44,West Bound,32,30,UK,Australia - New South Wales,5314.848509,2
SOU-SYD,SOU,SYD,B,44,West Bound,40,,UK,Australia - New South Wales,5487.350211,2
SOU-SYD,SOU,SYD,B,44,West Bound,46,10,UK,Australia - New South Wales,7423.045228,2
SOU-SYD,SOU,SYD,B,44,West Bound,45,36,UK,Australia - New South Wales,7032.437238,2
SOU-SYD,SOU,SYD,B,44,West Bound,49,10,UK,Australia - New South Wales,7301.925294,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,99,99,Australia - New South Wales,China - Southern,2771.602902,2
SFO-HKG,SFO,HKG,B,39,Australia/NZ,94,,USA - West Coast,China - Southern,5610.543983,2
SYD-HKG,SYD,HKG,S,19,GB Reef/Queensland,21,,Australia - New South Wales,China - Southern,4918.580319,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,29,28,Australia - New South Wales,China - Southern,2633.016882,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,52,49,Australia - New South Wales,Singapore,2805.856722,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,34,,Australia - New South Wales,Singapore,3557.550591,2
AKL-SYD,AKL,SYD,B,4,New Zealand,14,,New Zealand,Australia - New South Wales,501.0537146,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,16,15,Australia - New South Wales,Australia - Queensland,451.8035051,3
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,5,,Australia - New South Wales,Australia - Queensland,649.0764465,1
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,28,,Australia - New South Wales,Australia - Queensland,420.5189211,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,39,38,Australia - New South Wales,UK,9053.625834,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,15,,Australia - New South Wales,China - Southern,1330.736938,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,54,,Australia - New South Wales,China - Southern,3348.729137,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,49,,Australia - Queensland,UK,6027.207972,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,6,5,Australia - New South Wales,UK,10992.09726,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,49,,China - Southern,UAE,3727.358602,1
HKG-DXB,HKG,DXB,I,17,Southeast Asia,54,19,China - Southern,UAE,2142.831023,3
SIN-DXB,SIN,DXB,B,11,Southern Asia,62,,Singapore,UAE,1731.144331,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,51,50,Australia - Queensland,UK,9017.310079,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,56,,China - Southern,UAE,3008.358922,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,58,,China - Southern,UAE,2525.159383,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,81,,Singapore,UK,5398.370236,1
DXB-SOU,DXB,SOU,B,19,Middle East,25,25,UAE,UK,3051.451858,2
DXB-SOU,DXB,SOU,B,19,Middle East,13,,UAE,UK,1047.034608,2
DXB-SOU,DXB,SOU,B,19,Middle East,35,,UAE,UK,1906.256157,2
SOU-AKL,SOU,AKL,I,40,West Bound,33,32,UK,New Zealand,4036.972832,2
SOU-AKL,SOU,AKL,B,40,West Bound,47,,UK,New Zealand,5405.082959,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,37,,UK,USA - West Coast,1506.605082,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,36,,UK,USA - West Coast,4105.371159,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,32,,UK,USA - West Coast,1408.052294,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,26,,UK,USA - West Coast,2318.317464,2
SOU-SOU,SOU,SOU,B,99,West Bound,94,,UK,UK,15864.64021,2
SOU-SOU,SOU,SOU,B,99,West Bound,93,,UK,UK,12782.2079,2
SOU-SOU,SOU,SOU,S,99,West Bound,91,,UK,UK,23060.60545,2
SOU-AKL,SOU,AKL,I,40,West Bound,93,21,UK,New Zealand,3034.193626,2
SOU-SOU,SOU,SOU,B,99,West Bound,53,,UK,UK,14514.49909,2
SOU-SOU,SOU,SOU,B,99,West Bound,39,,UK,UK,16163.26136,2
SOU-AKL,SOU,AKL,B,40,West Bound,29,,UK,New Zealand,8951.797196,1
SOU-SOU,SOU,SOU,B,99,West Bound,48,37,UK,UK,12637.87903,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,0,UK,UK,28058.07229,1
SOU-SOU,SOU,SOU,B,99,West Bound,45,,UK,UK,17343.04961,2
SOU-AKL,SOU,AKL,B,40,West Bound,85,,UK,New Zealand,5487.228831,2
SOU-AKL,SOU,AKL,O,40,West Bound,55,,UK,New Zealand,4546.874124,2
SOU-BNE,SOU,BNE,S,47,West Bound,98,98,UK,Australia - Queensland,11056.60544,3
SOU-BNE,SOU,BNE,O,47,West Bound,35,,UK,Australia - Queensland,6450.487691,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,38,19,UK,USA - West Coast,1166.665023,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,91,,UK,USA - West Coast,2734.209171,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,61,,UK,USA - West Coast,3709.341169,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,1973.053598,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,2218.565866,2
SOU-SOU,SOU,SOU,B,99,West Bound,69,,UK,UK,14142.90262,2
SFO-SYD,SFO,SYD,B,20,South Pacific,90,51,USA - West Coast,Australia - New South Wales,3029.76359,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,13,,UK,USA - West Coast,2598.974615,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,28,,UK,USA - West Coast,3705.614935,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,27,,UK,USA - West Coast,3084.636296,2
SOU-SOU,SOU,SOU,B,99,West Bound,93,,UK,UK,13624.43526,3
SOU-SFO,SOU,SFO,I,24,Panama Canal,15,,UK,USA - West Coast,2315.054372,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,25,13,UK,USA - West Coast,5288.566829,1
SFO-SYD,SFO,SYD,B,20,South Pacific,51,,USA - West Coast,Australia - New South Wales,6653.775056,1
SFO-SYD,SFO,SYD,O,20,South Pacific,44,14,USA - West Coast,Australia - New South Wales,2761.655552,2
SOU-SOU,SOU,SOU,B,99,West Bound,90,,UK,UK,14444.07646,2
SOU-SOU,SOU,SOU,B,99,West Bound,48,,UK,UK,14348.41369,2
SOU-SOU,SOU,SOU,I,99,West Bound,46,,UK,UK,17334.60085,1
AKL-SIN,AKL,SIN,I,29,Southeast Asia,104,104,New Zealand,Singapore,4716.858191,1
SOU-SOU,SOU,SOU,B,99,West Bound,68,,UK,UK,20883.61823,1
SOU-SOU,SOU,SOU,B,99,West Bound,67,,UK,UK,12334.04734,2
SOU-SOU,SOU,SOU,B,99,West Bound,64,,UK,UK,14628.79579,2
SOU-SOU,SOU,SOU,O,99,West Bound,52,,UK,UK,12397.20483,2
SOU-SOU,SOU,SOU,B,99,West Bound,88,,UK,UK,13595.35623,1
SOU-SYD,SOU,SYD,B,44,West Bound,49,,UK,Australia - New South Wales,6580.503888,2
SOU-SYD,SOU,SYD,B,44,West Bound,7,,UK,Australia - New South Wales,8704.69673,2
AKL-SYD,AKL,SYD,B,4,New Zealand,12,11,New Zealand,Australia - New South Wales,531.6873007,2
AKL-SYD,AKL,SYD,B,4,New Zealand,6,,New Zealand,Australia - New South Wales,,2
SOU-SOU,SOU,SOU,B,99,West Bound,40,,UK,UK,17910.59189,2
SOU-SOU,SOU,SOU,B,99,West Bound,32,,UK,UK,18596.47747,2
SOU-SOU,SOU,SOU,B,99,West Bound,32,,UK,UK,26016.72047,1
SOU-AKL,SOU,AKL,B,40,West Bound,32,,UK,New Zealand,5899.843823,2
SOU-AKL,SOU,AKL,B,40,West Bound,49,48,UK,New Zealand,6271.823984,2
SFO-SIN,SFO,SIN,B,45,Australia/NZ,90,,USA - West Coast,Singapore,7852.932136,2
SFO-SYD,SFO,SYD,B,20,South Pacific,57,26,USA - West Coast,Australia - New South Wales,2749.25127,2
SOU-SYD,SOU,SYD,O,44,West Bound,98,98,UK,Australia - New South Wales,730347.1328,3
SOU-SOU,SOU,SOU,I,99,West Bound,14,,UK,UK,13175.04441,1
SOU-SOU,SOU,SOU,B,99,West Bound,29,,UK,UK,17234.57343,2
SOU-SYD,SOU,SYD,B,44,West Bound,90,,UK,Australia - New South Wales,6200.825856,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,59,19,Australia - New South Wales,China - Southern,1942.74347,2
SOU-SYD,SOU,SYD,B,44,West Bound,70,,UK,Australia - New South Wales,5943.205347,2
SOU-SYD,SOU,SYD,B,44,West Bound,50,,UK,Australia - New South Wales,6170.53989,2
AKL-DXB,AKL,DXB,B,40,Southeast Asia,104,104,New Zealand,UAE,6048.388049,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,32,31,New Zealand,UK,7490.304983,1
AKL-SYD,AKL,SYD,B,4,New Zealand,24,23,New Zealand,Australia - New South Wales,332.7975835,2
AKL-SYD,AKL,SYD,I,4,New Zealand,26,,New Zealand,Australia - New South Wales,453.5948394,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,30,,Australia - New South Wales,China - Southern,1766.321175,2
SOU-SYD,SOU,SYD,B,44,West Bound,34,,UK,Australia - New South Wales,5602.140271,2
SOU-SYD,SOU,SYD,O,44,West Bound,34,,UK,Australia - New South Wales,3286.124293,2
SFO-HKG,SFO,HKG,B,39,Australia/NZ,94,,USA - West Coast,China - Southern,5860.492278,2
AKL-SYD,AKL,SYD,B,4,New Zealand,15,,New Zealand,Australia - New South Wales,606.7007017,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,34,,Australia - New South Wales,Singapore,5483.973371,1
SOU-SYD,SOU,SYD,B,44,West Bound,41,41,UK,Australia - New South Wales,5151.067601,2
SOU-SOU,SOU,SOU,B,99,West Bound,93,,UK,UK,12087.43555,2
SOU-SOU,SOU,SOU,B,99,West Bound,91,91,UK,UK,12914.11937,1
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,29,27,Australia - New South Wales,Australia - Queensland,350.3559362,3
SYD-SOU,SYD,SOU,B,55,Southeast Asia,40,,Australia - New South Wales,UK,8320.856892,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,20,,Australia - New South Wales,UK,7528.541882,2
SFO-SYD,SFO,SYD,O,20,South Pacific,62,15,USA - West Coast,Australia - New South Wales,2734.701401,2
SFO-SYD,SFO,SYD,B,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,3517.924344,2
SOU-SOU,SOU,SOU,B,99,West Bound,71,,UK,UK,17860.90749,2
SOU-SOU,SOU,SOU,O,99,West Bound,60,59,UK,UK,12356.85975,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,14,,Australia - New South Wales,China - Southern,1641.748695,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,,Australia - New South Wales,China - Southern,1831.393431,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,31,29,Australia - New South Wales,UK,7206.051817,2
SFO-SYD,SFO,SYD,I,20,South Pacific,45,,USA - West Coast,Australia - New South Wales,2305.958926,2
AKL-SOU,AKL,SOU,S,59,Southeast Asia,92,34,New Zealand,UK,13141.07172,2
SOU-SOU,SOU,SOU,I,99,West Bound,85,,UK,UK,11033.16854,2
SOU-SOU,SOU,SOU,B,99,West Bound,59,,UK,UK,16869.8733,2
SOU-SOU,SOU,SOU,B,99,West Bound,50,50,UK,UK,11075.27664,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,35,,Australia - New South Wales,China - Southern,1707.914461,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,100,69,Australia - New South Wales,Singapore,6184.18761,1
BNE-SOU,BNE,SOU,B,52,Southeast Asia,39,,Australia - Queensland,UK,8065.039669,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,39,38,Australia - Queensland,UK,7964.217626,2
SOU-AKL,SOU,AKL,O,40,West Bound,42,,UK,New Zealand,4250.875497,2
